<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.09.29	12:30:00	1.16934	1.16970	1.16898	1.16959	571	0	1
2020.09.29	12:45:00	1.16959	1.16976	1.16928	1.16930	557	0	1
2020.09.29	13:00:00	1.16930	1.16930	1.16870	1.16912	525	0	0
2020.09.29	13:15:00	1.16912	1.16937	1.16868	1.16914	465	0	0
2020.09.29	13:30:00	1.16914	1.16915	1.16815	1.16817	481	0	0
2020.09.29	13:45:00	1.16817	1.16983	1.16816	1.16983	681	0	0
2020.09.29	14:00:00	1.16982	1.17145	1.16956	1.17097	993	0	0
2020.09.29	14:15:00	1.17098	1.17124	1.17024	1.17035	729	0	0
2020.09.29	14:30:00	1.17034	1.17085	1.17006	1.17070	575	0	0
2020.09.29	14:45:00	1.17072	1.17079	1.17015	1.17075	499	0	1
2020.09.29	15:00:00	1.17077	1.17083	1.17004	1.17020	711	0	0
2020.09.29	15:15:00	1.17020	1.17102	1.17005	1.17073	606	0	0
2020.09.29	15:30:00	1.17073	1.17092	1.16930	1.17030	727	0	0
2020.09.29	15:45:00	1.17030	1.17064	1.16997	1.17031	530	0	0
2020.09.29	16:00:00	1.17031	1.17037	1.16950	1.16960	692	0	0
2020.09.29	16:15:00	1.16961	1.17073	1.16958	1.17063	524	0	0
2020.09.29	16:30:00	1.17063	1.17260	1.17053	1.17217	1181	0	0
2020.09.29	16:45:00	1.17217	1.17273	1.17217	1.17244	813	0	0
2020.09.29	17:00:00	1.17240	1.17345	1.17218	1.17272	1031	0	0
2020.09.29	17:15:00	1.17272	1.17436	1.17262	1.17380	1251	0	0
2020.09.29	17:30:00	1.17380	1.17397	1.17278	1.17314	1145	0	0
2020.09.29	17:45:00	1.17313	1.17352	1.17275	1.17309	985	0	1
2020.09.29	18:00:00	1.17309	1.17412	1.17276	1.17348	906	0	0
2020.09.29	18:15:00	1.17349	1.17419	1.17336	1.17371	642	0	0
2020.09.29	18:30:00	1.17375	1.17399	1.17194	1.17196	1008	0	0
2020.09.29	18:45:00	1.17196	1.17224	1.17159	1.17164	793	0	0
2020.09.29	19:00:00	1.17164	1.17191	1.17094	1.17129	757	0	0
2020.09.29	19:15:00	1.17128	1.17235	1.17127	1.17234	553	0	1
2020.09.29	19:30:00	1.17234	1.17340	1.17229	1.17288	476	0	1
2020.09.29	19:45:00	1.17288	1.17419	1.17288	1.17374	614	0	1
2020.09.29	20:00:00	1.17374	1.17398	1.17325	1.17331	445	0	0
2020.09.29	20:15:00	1.17331	1.17366	1.17318	1.17365	322	0	1
2020.09.29	20:30:00	1.17366	1.17382	1.17349	1.17349	259	0	2
2020.09.29	20:45:00	1.17349	1.17424	1.17349	1.17412	375	0	1
2020.09.29	21:00:00	1.17410	1.17452	1.17408	1.17418	367	0	1
2020.09.29	21:15:00	1.17417	1.17455	1.17411	1.17439	287	0	1
2020.09.29	21:30:00	1.17439	1.17445	1.17384	1.17390	236	0	0
2020.09.29	21:45:00	1.17390	1.17403	1.17364	1.17366	250	0	0
2020.09.29	22:00:00	1.17366	1.17397	1.17353	1.17371	354	0	1
2020.09.29	22:15:00	1.17371	1.17410	1.17366	1.17402	283	0	1
2020.09.29	22:30:00	1.17402	1.17418	1.17391	1.17407	264	0	1
2020.09.29	22:45:00	1.17407	1.17440	1.17376	1.17394	387	0	1
2020.09.29	23:00:00	1.17394	1.17407	1.17359	1.17404	295	0	1
2020.09.29	23:15:00	1.17404	1.17407	1.17400	1.17405	115	0	0
2020.09.29	23:30:00	1.17408	1.17445	1.17406	1.17433	118	0	2
2020.09.29	23:45:00	1.17433	1.17442	1.17421	1.17426	244	0	1
2020.09.30	00:00:00	1.17430	1.17438	1.17381	1.17384	155	0	1
2020.09.30	00:15:00	1.17384	1.17422	1.17376	1.17401	117	0	2
2020.09.30	00:30:00	1.17401	1.17410	1.17381	1.17389	82	0	9
2020.09.30	00:45:00	1.17371	1.17420	1.17369	1.17393	117	0	2
2020.09.30	01:00:00	1.17393	1.17439	1.17393	1.17423	342	0	0
2020.09.30	01:15:00	1.17422	1.17436	1.17415	1.17429	97	0	1
2020.09.30	01:30:00	1.17429	1.17442	1.17425	1.17441	94	0	1
2020.09.30	01:45:00	1.17441	1.17449	1.17428	1.17442	155	0	1
2020.09.30	02:00:00	1.17447	1.17449	1.17429	1.17438	101	0	2
2020.09.30	02:15:00	1.17438	1.17457	1.17437	1.17450	106	0	0
2020.09.30	02:30:00	1.17449	1.17451	1.17412	1.17419	115	0	1
2020.09.30	02:45:00	1.17419	1.17429	1.17407	1.17416	176	0	1
2020.09.30	03:00:00	1.17416	1.17482	1.17413	1.17454	329	0	1
2020.09.30	03:15:00	1.17454	1.17483	1.17447	1.17474	247	0	1
2020.09.30	03:30:00	1.17474	1.17481	1.17446	1.17447	207	0	1
2020.09.30	03:45:00	1.17445	1.17446	1.17360	1.17378	485	0	0
2020.09.30	04:00:00	1.17378	1.17428	1.17363	1.17414	335	0	1
2020.09.30	04:15:00	1.17414	1.17486	1.17413	1.17483	372	0	1
2020.09.30	04:30:00	1.17474	1.17490	1.17454	1.17474	346	0	1
2020.09.30	04:45:00	1.17474	1.17497	1.17448	1.17455	275	0	0
2020.09.30	05:00:00	1.17455	1.17481	1.17413	1.17479	376	0	1
2020.09.30	05:15:00	1.17479	1.17518	1.17465	1.17482	337	0	0
2020.09.30	05:30:00	1.17482	1.17547	1.17481	1.17495	381	0	0
2020.09.30	05:45:00	1.17495	1.17508	1.17447	1.17463	519	0	0
2020.09.30	06:00:00	1.17457	1.17460	1.17296	1.17302	639	0	1
2020.09.30	06:15:00	1.17303	1.17361	1.17303	1.17351	427	0	1
2020.09.30	06:30:00	1.17351	1.17366	1.17275	1.17298	375	0	1
2020.09.30	06:45:00	1.17298	1.17324	1.17282	1.17291	218	0	1
2020.09.30	07:00:00	1.17291	1.17333	1.17287	1.17323	229	0	1
2020.09.30	07:15:00	1.17323	1.17333	1.17299	1.17331	287	0	1
2020.09.30	07:30:00	1.17331	1.17366	1.17324	1.17354	263	0	1
2020.09.30	07:45:00	1.17354	1.17367	1.17334	1.17343	166	0	1
2020.09.30	08:00:00	1.17341	1.17378	1.17306	1.17362	212	0	1
2020.09.30	08:15:00	1.17362	1.17371	1.17341	1.17357	254	0	0
2020.09.30	08:30:00	1.17357	1.17357	1.17303	1.17317	306	0	1
2020.09.30	08:45:00	1.17317	1.17333	1.17287	1.17318	279	0	1
2020.09.30	09:00:00	1.17320	1.17332	1.17231	1.17268	783	0	0
2020.09.30	09:15:00	1.17267	1.17292	1.17225	1.17257	618	0	1
2020.09.30	09:30:00	1.17260	1.17319	1.17260	1.17297	696	0	0
2020.09.30	09:45:00	1.17296	1.17358	1.17259	1.17340	718	0	0
2020.09.30	10:00:00	1.17341	1.17426	1.17328	1.17377	1169	0	0
2020.09.30	10:15:00	1.17377	1.17382	1.17203	1.17233	970	0	1
2020.09.30	10:30:00	1.17233	1.17311	1.17222	1.17264	886	0	0
2020.09.30	10:45:00	1.17264	1.17334	1.17215	1.17325	713	0	0
2020.09.30	11:00:00	1.17328	1.17374	1.17269	1.17274	822	0	1
2020.09.30	11:15:00	1.17275	1.17288	1.17222	1.17250	783	0	1
2020.09.30	11:30:00	1.17252	1.17301	1.17163	1.17163	843	0	0
2020.09.30	11:45:00	1.17168	1.17174	1.17061	1.17096	746	0	1
2020.09.30	12:00:00	1.17095	1.17106	1.17004	1.17006	797	0	0
2020.09.30	12:15:00	1.17009	1.17040	1.16939	1.16966	663	0	0
2020.09.30	12:30:00	1.16967	1.17035	1.16967	1.17021	647	0	0
2020.09.30	12:45:00	1.17021	1.17090	1.17000	1.17085	607	0	1
2020.09.30	13:00:00	1.17085	1.17086	1.16956	1.17068	818	0	0
2020.09.30	13:15:00	1.17067	1.17120	1.17053	1.17060	580	0	1
2020.09.30	13:30:00	1.17060	1.17175	1.17043	1.17138	700	0	0
2020.09.30	13:45:00	1.17138	1.17188	1.17094	1.17102	614	0	1
2020.09.30	14:00:00	1.17102	1.17137	1.17078	1.17094	587	0	1
2020.09.30	14:15:00	1.17094	1.17115	1.17049	1.17095	611	0	1
2020.09.30	14:30:00	1.17093	1.17108	1.17059	1.17101	568	0	1
2020.09.30	14:45:00	1.17099	1.17136	1.17063	1.17069	604	0	0
2020.09.30	15:00:00	1.17070	1.17079	1.16985	1.17075	694	0	0
2020.09.30	15:15:00	1.17075	1.17175	1.17062	1.17152	735	0	0
2020.09.30	15:30:00	1.17152	1.17162	1.17067	1.17131	963	0	1
2020.09.30	15:45:00	1.17131	1.17186	1.17080	1.17095	930	0	0
2020.09.30	16:00:00	1.17096	1.17126	1.17017	1.17122	984	0	0
2020.09.30	16:15:00	1.17122	1.17156	1.17051	1.17084	803	0	0
2020.09.30	16:30:00	1.17080	1.17088	1.16884	1.16886	1218	0	0
2020.09.30	16:45:00	1.16885	1.16983	1.16846	1.16957	1129	0	0
2020.09.30	17:00:00	1.16957	1.17173	1.16946	1.17141	1273	0	0
2020.09.30	17:15:00	1.17141	1.17322	1.17123	1.17271	1460	0	0
2020.09.30	17:30:00	1.17272	1.17323	1.17212	1.17260	1490	0	0
2020.09.30	17:45:00	1.17264	1.17406	1.17176	1.17282	1730	0	0
2020.09.30	18:00:00	1.17280	1.17505	1.17218	1.17471	1583	0	0
2020.09.30	18:15:00	1.17472	1.17516	1.17393	1.17437	1214	0	1
2020.09.30	18:30:00	1.17436	1.17454	1.17225	1.17276	1219	0	0
2020.09.30	18:45:00	1.17276	1.17363	1.17215	1.17219	896	0	0
2020.09.30	19:00:00	1.17218	1.17248	1.17057	1.17156	1010	0	0
2020.09.30	19:15:00	1.17156	1.17197	1.17114	1.17170	785	0	0
2020.09.30	19:30:00	1.17170	1.17190	1.17119	1.17129	857	0	0
2020.09.30	19:45:00	1.17129	1.17220	1.17101	1.17214	654	0	1
2020.09.30	20:00:00	1.17214	1.17215	1.17125	1.17136	720	0	1
2020.09.30	20:15:00	1.17137	1.17144	1.17097	1.17099	570	0	1
2020.09.30	20:30:00	1.17099	1.17258	1.17097	1.17253	614	0	1
2020.09.30	20:45:00	1.17248	1.17280	1.17215	1.17240	432	0	0
2020.09.30	21:00:00	1.17240	1.17240	1.17190	1.17220	379	0	0
2020.09.30	21:15:00	1.17220	1.17269	1.17189	1.17247	755	0	0
2020.09.30	21:30:00	1.17247	1.17251	1.17146	1.17170	594	0	1
2020.09.30	21:45:00	1.17171	1.17222	1.17128	1.17164	771	0	1
2020.09.30	22:00:00	1.17164	1.17212	1.17135	1.17172	947	0	2
2020.09.30	22:15:00	1.17171	1.17193	1.17110	1.17179	795	0	1
2020.09.30	22:30:00	1.17179	1.17242	1.17159	1.17232	704	0	1
2020.09.30	22:45:00	1.17232	1.17272	1.17201	1.17224	557	0	1
2020.09.30	23:00:00	1.17226	1.17255	1.17195	1.17213	456	0	1
2020.09.30	23:15:00	1.17213	1.17267	1.17207	1.17233	275	0	0
2020.09.30	23:30:00	1.17234	1.17272	1.17232	1.17249	193	0	0
2020.09.30	23:45:00	1.17249	1.17255	1.17202	1.17210	423	0	1
2020.10.01	00:00:00	1.17210	1.17236	1.17193	1.17232	134	0	1
2020.10.01	00:15:00	1.17213	1.17255	1.17206	1.17218	139	0	0
2020.10.01	00:30:00	1.17209	1.17223	1.17199	1.17213	127	0	9
2020.10.01	00:45:00	1.17213	1.17264	1.17201	1.17232	198	0	6
2020.10.01	01:00:00	1.17232	1.17291	1.17216	1.17283	219	0	0
2020.10.01	01:15:00	1.17283	1.17306	1.17268	1.17301	120	0	2
2020.10.01	01:30:00	1.17302	1.17309	1.17286	1.17286	94	0	0
2020.10.01	01:45:00	1.17287	1.17311	1.17285	1.17309	120	0	0
2020.10.01	02:00:00	1.17299	1.17302	1.17267	1.17284	229	0	0
2020.10.01	02:15:00	1.17284	1.17317	1.17281	1.17293	150	0	0
2020.10.01	02:30:00	1.17293	1.17295	1.17242	1.17243	138	0	1
2020.10.01	02:45:00	1.17244	1.17246	1.17227	1.17232	152	0	1
2020.10.01	03:00:00	1.17232	1.17278	1.17220	1.17262	275	0	0
2020.10.01	03:15:00	1.17262	1.17269	1.17235	1.17236	244	0	1
2020.10.01	03:30:00	1.17236	1.17264	1.17224	1.17247	273	0	1
2020.10.01	03:45:00	1.17246	1.17247	1.17171	1.17181	384	0	0
2020.10.01	04:00:00	1.17181	1.17243	1.17175	1.17240	333	0	1
2020.10.01	04:15:00	1.17240	1.17273	1.17215	1.17267	328	0	1
2020.10.01	04:30:00	1.17269	1.17434	1.17269	1.17396	725	0	0
2020.10.01	04:45:00	1.17396	1.17400	1.17327	1.17339	428	0	0
2020.10.01	05:00:00	1.17339	1.17366	1.17334	1.17352	293	0	1
2020.10.01	05:15:00	1.17350	1.17373	1.17329	1.17367	246	0	2
2020.10.01	05:30:00	1.17368	1.17386	1.17350	1.17357	264	0	2
2020.10.01	05:45:00	1.17357	1.17422	1.17353	1.17407	211	0	0
2020.10.01	06:00:00	1.17411	1.17461	1.17403	1.17461	283	0	1
2020.10.01	06:15:00	1.17461	1.17473	1.17418	1.17422	207	0	0
2020.10.01	06:30:00	1.17420	1.17441	1.17420	1.17437	149	0	3
2020.10.01	06:45:00	1.17437	1.17439	1.17387	1.17435	235	0	1
2020.10.01	07:00:00	1.17435	1.17435	1.17408	1.17423	178	0	2
2020.10.01	07:15:00	1.17423	1.17440	1.17401	1.17414	148	0	1
2020.10.01	07:30:00	1.17414	1.17450	1.17413	1.17447	176	0	0
2020.10.01	07:45:00	1.17447	1.17483	1.17447	1.17470	249	0	0
2020.10.01	08:00:00	1.17470	1.17474	1.17426	1.17440	216	0	1
2020.10.01	08:15:00	1.17440	1.17442	1.17421	1.17438	190	0	1
2020.10.01	08:30:00	1.17438	1.17477	1.17429	1.17475	210	0	0
2020.10.01	08:45:00	1.17475	1.17508	1.17452	1.17474	371	0	1
2020.10.01	09:00:00	1.17474	1.17533	1.17456	1.17477	596	0	0
2020.10.01	09:15:00	1.17478	1.17529	1.17477	1.17502	520	0	1
2020.10.01	09:30:00	1.17501	1.17519	1.17456	1.17460	492	0	1
2020.10.01	09:45:00	1.17460	1.17575	1.17439	1.17532	686	0	1
2020.10.01	10:00:00	1.17533	1.17571	1.17395	1.17425	1194	0	0
2020.10.01	10:15:00	1.17425	1.17487	1.17402	1.17410	821	0	0
2020.10.01	10:30:00	1.17410	1.17419	1.17229	1.17248	1310	0	0
2020.10.01	10:45:00	1.17248	1.17374	1.17231	1.17363	1043	0	0
2020.10.01	11:00:00	1.17361	1.17426	1.17317	1.17393	989	0	1
2020.10.01	11:15:00	1.17393	1.17396	1.17333	1.17333	980	0	0
2020.10.01	11:30:00	1.17336	1.17336	1.17220	1.17301	1296	0	1
2020.10.01	11:45:00	1.17303	1.17322	1.17239	1.17243	923	0	1
2020.10.01	12:00:00	1.17242	1.17304	1.17236	1.17303	1060	0	1
2020.10.01	12:15:00	1.17303	1.17345	1.17260	1.17299	811	0	1
2020.10.01	12:30:00	1.17298	1.17424	1.17284	1.17392	872	0	0
2020.10.01	12:45:00	1.17389	1.17491	1.17357	1.17477	818	0	1
2020.10.01	13:00:00	1.17477	1.17507	1.17452	1.17458	684	0	0
2020.10.01	13:15:00	1.17458	1.17495	1.17441	1.17447	596	0	0
2020.10.01	13:30:00	1.17447	1.17447	1.17392	1.17432	609	0	0
2020.10.01	13:45:00	1.17432	1.17463	1.17370	1.17431	916	0	0
2020.10.01	14:00:00	1.17432	1.17576	1.17412	1.17539	1278	0	0
2020.10.01	14:15:00	1.17539	1.17648	1.17473	1.17545	1296	0	0
2020.10.01	14:30:00	1.17545	1.17694	1.17541	1.17603	1287	0	0
2020.10.01	14:45:00	1.17603	1.17657	1.17599	1.17627	947	0	0
2020.10.01	15:00:00	1.17631	1.17667	1.17509	1.17515	833	0	0
2020.10.01	15:15:00	1.17515	1.17644	1.17510	1.17641	737	0	1
2020.10.01	15:30:00	1.17640	1.17673	1.17590	1.17617	981	0	1
2020.10.01	15:45:00	1.17617	1.17642	1.17532	1.17547	732	0	1
2020.10.01	16:00:00	1.17546	1.17591	1.17454	1.17487	1517	0	0
2020.10.01	16:15:00	1.17487	1.17487	1.17349	1.17377	1139	0	0
2020.10.01	16:30:00	1.17380	1.17498	1.17378	1.17445	1024	0	0
2020.10.01	16:45:00	1.17445	1.17463	1.17311	1.17382	1250	0	1
2020.10.01	17:00:00	1.17389	1.17453	1.17298	1.17420	1627	0	0
2020.10.01	17:15:00	1.17420	1.17453	1.17207	1.17234	1382	0	0
2020.10.01	17:30:00	1.17234	1.17409	1.17231	1.17376	1246	0	0
2020.10.01	17:45:00	1.17376	1.17459	1.17325	1.17362	1150	0	0
2020.10.01	18:00:00	1.17363	1.17448	1.17339	1.17429	1243	0	0
2020.10.01	18:15:00	1.17428	1.17485	1.17360	1.17471	1074	0	0
2020.10.01	18:30:00	1.17472	1.17539	1.17438	1.17532	900	0	0
2020.10.01	18:45:00	1.17532	1.17557	1.17493	1.17514	760	0	1
2020.10.01	19:00:00	1.17511	1.17526	1.17387	1.17413	889	0	0
2020.10.01	19:15:00	1.17413	1.17488	1.17381	1.17484	816	0	1
2020.10.01	19:30:00	1.17483	1.17497	1.17432	1.17446	497	0	1
2020.10.01	19:45:00	1.17446	1.17457	1.17413	1.17444	413	0	1
2020.10.01	20:00:00	1.17444	1.17459	1.17414	1.17430	350	0	2
2020.10.01	20:15:00	1.17429	1.17455	1.17416	1.17441	417	0	1
2020.10.01	20:30:00	1.17441	1.17457	1.17412	1.17422	291	0	1
2020.10.01	20:45:00	1.17422	1.17435	1.17384	1.17407	348	0	0
2020.10.01	21:00:00	1.17408	1.17435	1.17348	1.17375	963	0	1
2020.10.01	21:15:00	1.17375	1.17427	1.17363	1.17417	640	0	1
2020.10.01	21:30:00	1.17417	1.17439	1.17398	1.17439	482	0	1
2020.10.01	21:45:00	1.17438	1.17469	1.17425	1.17459	517	0	0
2020.10.01	22:00:00	1.17459	1.17484	1.17424	1.17444	599	0	1
2020.10.01	22:15:00	1.17444	1.17460	1.17429	1.17444	358	0	0
2020.10.01	22:30:00	1.17444	1.17450	1.17414	1.17425	416	0	1
2020.10.01	22:45:00	1.17425	1.17499	1.17415	1.17494	531	0	1
2020.10.01	23:00:00	1.17495	1.17504	1.17471	1.17475	322	0	1
2020.10.01	23:15:00	1.17475	1.17483	1.17445	1.17448	204	0	1
2020.10.01	23:30:00	1.17449	1.17463	1.17439	1.17462	160	0	2
2020.10.01	23:45:00	1.17462	1.17483	1.17435	1.17465	330	0	1
2020.10.02	00:00:00	1.17489	1.17489	1.17430	1.17447	100	0	5
2020.10.02	00:15:00	1.17443	1.17469	1.17424	1.17456	96	0	3
2020.10.02	00:30:00	1.17456	1.17472	1.17430	1.17465	203	0	2
2020.10.02	00:45:00	1.17458	1.17479	1.17435	1.17470	228	0	21
2020.10.02	01:00:00	1.17450	1.17474	1.17448	1.17461	198	0	1
2020.10.02	01:15:00	1.17459	1.17478	1.17446	1.17452	191	0	2
2020.10.02	01:30:00	1.17450	1.17464	1.17432	1.17442	182	0	2
2020.10.02	01:45:00	1.17442	1.17452	1.17434	1.17445	241	0	0
2020.10.02	02:00:00	1.17446	1.17449	1.17433	1.17447	176	0	1
2020.10.02	02:15:00	1.17446	1.17448	1.17435	1.17437	77	0	1
2020.10.02	02:30:00	1.17439	1.17447	1.17430	1.17438	159	0	2
2020.10.02	02:45:00	1.17436	1.17445	1.17433	1.17439	190	0	1
2020.10.02	03:00:00	1.17439	1.17444	1.17371	1.17378	346	0	1
2020.10.02	03:15:00	1.17380	1.17400	1.17371	1.17394	164	0	1
2020.10.02	03:30:00	1.17394	1.17394	1.17335	1.17344	405	0	1
2020.10.02	03:45:00	1.17344	1.17370	1.17335	1.17346	434	0	1
2020.10.02	04:00:00	1.17346	1.17368	1.17305	1.17340	374	0	1
2020.10.02	04:15:00	1.17340	1.17361	1.17324	1.17344	303	0	2
2020.10.02	04:30:00	1.17344	1.17358	1.17322	1.17326	447	0	1
2020.10.02	04:45:00	1.17327	1.17330	1.17299	1.17314	394	0	1
2020.10.02	05:00:00	1.17314	1.17314	1.17272	1.17297	290	0	0
2020.10.02	05:15:00	1.17297	1.17314	1.17290	1.17311	199	0	1
2020.10.02	05:30:00	1.17311	1.17327	1.17261	1.17276	240	0	1
2020.10.02	05:45:00	1.17276	1.17286	1.17139	1.17196	529	0	0
2020.10.02	06:00:00	1.17196	1.17215	1.17165	1.17173	328	0	1
2020.10.02	06:15:00	1.17173	1.17196	1.17163	1.17191	283	0	1
2020.10.02	06:30:00	1.17192	1.17201	1.17167	1.17172	284	0	1
2020.10.02	06:45:00	1.17172	1.17198	1.17158	1.17159	229	0	1
2020.10.02	07:00:00	1.17159	1.17174	1.17136	1.17142	244	0	1
2020.10.02	07:15:00	1.17142	1.17158	1.17136	1.17147	176	0	1
2020.10.02	07:30:00	1.17147	1.17180	1.17143	1.17161	207	0	1
2020.10.02	07:45:00	1.17161	1.17165	1.17033	1.17057	695	0	0
2020.10.02	08:00:00	1.17057	1.17095	1.16957	1.17086	1504	0	0
2020.10.02	08:15:00	1.17083	1.17189	1.17083	1.17162	1116	0	1
2020.10.02	08:30:00	1.17165	1.17320	1.17120	1.17295	1098	0	1
2020.10.02	08:45:00	1.17296	1.17312	1.17180	1.17219	1330	0	0
2020.10.02	09:00:00	1.17222	1.17303	1.17194	1.17276	1237	0	1
2020.10.02	09:15:00	1.17276	1.17371	1.17217	1.17352	1114	0	0
2020.10.02	09:30:00	1.17353	1.17379	1.17290	1.17314	1125	0	0
2020.10.02	09:45:00	1.17314	1.17385	1.17303	1.17371	960	0	1
2020.10.02	10:00:00	1.17371	1.17414	1.17322	1.17371	1201	0	0
2020.10.02	10:15:00	1.17371	1.17384	1.17199	1.17206	1305	0	0
2020.10.02	10:30:00	1.17207	1.17315	1.17158	1.17183	1243	0	0
2020.10.02	10:45:00	1.17183	1.17248	1.17158	1.17230	1073	0	0
2020.10.02	11:00:00	1.17226	1.17243	1.17161	1.17216	985	0	0
2020.10.02	11:15:00	1.17215	1.17303	1.17193	1.17248	903	0	1
2020.10.02	11:30:00	1.17247	1.17312	1.17169	1.17219	1273	0	1
2020.10.02	11:45:00	1.17219	1.17239	1.17113	1.17134	963	0	0
2020.10.02	12:00:00	1.17136	1.17193	1.17101	1.17158	885	0	1
2020.10.02	12:15:00	1.17158	1.17158	1.17096	1.17101	796	0	0
2020.10.02	12:30:00	1.17101	1.17191	1.17086	1.17191	762	0	1
2020.10.02	12:45:00	1.17191	1.17257	1.17173	1.17188	681	0	0
2020.10.02	13:00:00	1.17188	1.17241	1.17158	1.17196	690	0	0
2020.10.02	13:15:00	1.17195	1.17215	1.17103	1.17196	851	0	1
2020.10.02	13:30:00	1.17196	1.17231	1.17158	1.17218	728	0	0
2020.10.02	13:45:00	1.17218	1.17233	1.17126	1.17127	718	0	1
2020.10.02	14:00:00	1.17127	1.17152	1.17022	1.17116	968	0	0
2020.10.02	14:15:00	1.17116	1.17176	1.17099	1.17174	657	0	1
2020.10.02	14:30:00	1.17174	1.17231	1.17151	1.17173	807	0	0
2020.10.02	14:45:00	1.17173	1.17246	1.17165	1.17238	918	0	0
2020.10.02	15:00:00	1.17237	1.17308	1.17221	1.17301	853	0	0
2020.10.02	15:15:00	1.17302	1.17307	1.17241	1.17259	805	0	1
2020.10.02	15:30:00	1.17260	1.17333	1.17088	1.17106	1526	0	0
2020.10.02	15:45:00	1.17109	1.17140	1.16982	1.17083	1257	0	0
2020.10.02	16:00:00	1.17083	1.17091	1.16994	1.17031	1410	0	0
2020.10.02	16:15:00	1.17030	1.17119	1.17017	1.17083	906	0	0
2020.10.02	16:30:00	1.17083	1.17214	1.17043	1.17198	1554	0	0
2020.10.02	16:45:00	1.17198	1.17208	1.17112	1.17125	1132	0	0
2020.10.02	17:00:00	1.17122	1.17244	1.17122	1.17180	1138	0	1
2020.10.02	17:15:00	1.17180	1.17211	1.17047	1.17102	1060	0	1
2020.10.02	17:30:00	1.17101	1.17185	1.17050	1.17155	1146	0	0
2020.10.02	17:45:00	1.17155	1.17190	1.17102	1.17138	1084	0	1
2020.10.02	18:00:00	1.17140	1.17208	1.17116	1.17144	1100	0	0
2020.10.02	18:15:00	1.17142	1.17196	1.17107	1.17183	996	0	1
2020.10.02	18:30:00	1.17182	1.17189	1.17089	1.17094	936	0	1
2020.10.02	18:45:00	1.17094	1.17118	1.17051	1.17055	803	0	0
2020.10.02	19:00:00	1.17055	1.17121	1.17015	1.17102	937	0	0
2020.10.02	19:15:00	1.17100	1.17169	1.17095	1.17161	1058	0	1
2020.10.02	19:30:00	1.17161	1.17207	1.17134	1.17204	866	0	1
2020.10.02	19:45:00	1.17206	1.17218	1.17170	1.17175	634	0	1
2020.10.02	20:00:00	1.17174	1.17197	1.17169	1.17187	544	0	1
2020.10.02	20:15:00	1.17187	1.17211	1.17159	1.17206	488	0	1
2020.10.02	20:30:00	1.17208	1.17210	1.17143	1.17161	654	0	1
2020.10.02	20:45:00	1.17161	1.17164	1.17131	1.17138	627	0	1
2020.10.02	21:00:00	1.17138	1.17179	1.17138	1.17166	723	0	1
2020.10.02	21:15:00	1.17166	1.17192	1.17160	1.17169	587	0	1
2020.10.02	21:30:00	1.17169	1.17188	1.17149	1.17156	661	0	2
2020.10.02	21:45:00	1.17156	1.17167	1.17115	1.17120	573	0	1
2020.10.02	22:00:00	1.17120	1.17144	1.17105	1.17128	665	0	0
2020.10.02	22:15:00	1.17128	1.17149	1.17109	1.17149	484	0	1
2020.10.02	22:30:00	1.17150	1.17160	1.17137	1.17145	327	0	2
2020.10.02	22:45:00	1.17145	1.17162	1.17094	1.17114	494	0	1
2020.10.02	23:00:00	1.17114	1.17139	1.17103	1.17139	228	0	2
2020.10.02	23:15:00	1.17139	1.17149	1.17123	1.17138	224	0	1
2020.10.02	23:30:00	1.17138	1.17161	1.17136	1.17160	163	0	1
2020.10.02	23:45:00	1.17160	1.17166	1.17158	1.17165	202	0	1
2020.10.05	00:00:00	1.17131	1.17143	1.17123	1.17125	70	0	13
2020.10.05	00:15:00	1.17120	1.17142	1.17120	1.17126	85	0	13
2020.10.05	00:30:00	1.17126	1.17150	1.17126	1.17146	95	0	9
2020.10.05	00:45:00	1.17150	1.17153	1.17053	1.17118	289	0	0
2020.10.05	01:00:00	1.17118	1.17173	1.17102	1.17129	379	0	0
2020.10.05	01:15:00	1.17129	1.17138	1.17112	1.17121	246	0	2
2020.10.05	01:30:00	1.17121	1.17129	1.17085	1.17092	146	0	3
2020.10.05	01:45:00	1.17092	1.17158	1.17092	1.17148	239	0	1
2020.10.05	02:00:00	1.17146	1.17173	1.17146	1.17164	300	0	1
2020.10.05	02:15:00	1.17164	1.17174	1.17150	1.17164	292	0	1
2020.10.05	02:30:00	1.17164	1.17188	1.17151	1.17152	278	0	2
2020.10.05	02:45:00	1.17152	1.17198	1.17128	1.17194	223	0	1
2020.10.05	03:00:00	1.17196	1.17241	1.17175	1.17197	475	0	0
2020.10.05	03:15:00	1.17198	1.17240	1.17187	1.17202	504	0	0
2020.10.05	03:30:00	1.17202	1.17287	1.17192	1.17270	410	0	1
2020.10.05	03:45:00	1.17268	1.17273	1.17246	1.17250	233	0	1
2020.10.05	04:00:00	1.17250	1.17265	1.17212	1.17247	276	0	1
2020.10.05	04:15:00	1.17247	1.17289	1.17234	1.17284	364	0	0
2020.10.05	04:30:00	1.17286	1.17356	1.17281	1.17332	405	0	0
2020.10.05	04:45:00	1.17332	1.17349	1.17314	1.17339	456	0	0
2020.10.05	05:00:00	1.17341	1.17344	1.17306	1.17312	371	0	0
